1.48935 0.998444 1.6175 1.40133 0.750657
1.51287 0.996526 1.65239 1.39243 0.748782
1.51287 0.996526 1.65239 1.39243 0.748782
1.50924 0.997155 1.64726 1.39563 0.758219
1.4711 1.0042 1.59238 1.39892 0.831935
1.50023 1.00367 1.63297 1.39603 0.776156
1.50712 1.0042 1.64359 1.40128 0.767656
1.50062 1.00208 1.63533 1.39398 0.794186
1.50924 0.997155 1.64726 1.39563 0.758219
1.51287 0.996526 1.65239 1.39243 0.748782
1.51625 1.00155 1.66301 1.39168 0.766811
1.51837 0.994815 1.65857 1.37575 0.782781
1.52012 1.00208 1.66266 1.38604 0.765781
1.37279 0.998278 1.48701 1.28859 1.00102
1.49899 1.00474 1.63316 1.39434 0.78756
1.50449 1.00261 1.63949 1.38833 0.767749
1.49337 0.996942 1.61702 1.39438 0.81306
1.48035 1.00526 1.61125 1.40173 0.822404
1.49724 1.00367 1.62932 1.39864 0.80456
1.49661 1.0042 1.62784 1.39923 0.80353
1.5135 0.996092 1.65388 1.39185 0.749812
1.47472 1.00367 1.60652 1.35528 0.794094
1.49661 1.0042 1.62784 1.39923 0.767657
1.49461 1.00208 1.6293 1.36749 0.794186
1.51863 1.00208 1.65587 1.38718 0.758312
1.52375 1.00155 1.6678 1.38284 0.774281
1.49461 1.00208 1.6293 1.36749 0.830059
1.51138 1.00314 1.6456 1.39358 0.777186
1.52012 1.00208 1.66266 1.38604 0.765781
1.51287 0.996526 1.65239 1.39243 0.748782
1.32051 1.00208 1.40394 1.16074 0.973556
1.49673 1.0015 1.62753 1.38396 0.792218
1.49485 1.00311 1.63179 1.39494 0.784656
1.51287 1.00313 1.65232 1.38605 0.784655
1.50198 1.00474 1.63699 1.40202 0.777093
1.51649 1.00261 1.65753 1.38923 0.775218
1.43945 1.00076 1.56492 1.37503 0.82531
1.518 0.996092 1.65899 1.39169 0.749812
1.50537 0.996825 1.64551 1.39133 0.777186
1.52888 1.001 1.67439 1.38209 0.77531
1.49573 0.997571 1.63782 1.39194 0.81203
1.45859 1.00208 1.59354 1.32836 0.865933
1.49398 1.00261 1.62576 1.38595 0.829029
1.50624 1.00367 1.64343 1.39107 0.768686
1.49899 1.00474 1.63323 1.40072 0.769624
1.5135 0.996092 1.6537 1.38155 0.749812
1.29837 1.00048 1.3669 1.24024 1.08874
1.51649 1.00261 1.65753 1.38923 0.757282
1.49298 1.00474 1.6227 1.40242 0.777094
1.52526 1.00155 1.66926 1.38529 0.766811
1.51287 0.996526 1.65239 1.39243 0.748782
1.46058 1.0042 1.58534 1.40674 0.80353
1.48736 0.997149 1.61704 1.39605 0.81306
