0.949309 1.01675 0.997772 1.14251 1.51227
0.988931 1.01165 0.976245 1.17928 1.45611
1.02303 1.01642 1.05001 1.19871 1.35819
1.05138 1.01165 1.04179 1.20303 1.31357
0.939544 1.01605 1.00984 1.14341 1.58724
0.971162 1.01775 0.973696 1.1703 1.37637
1.01535 1.00929 1.02223 1.18655 1.41509
0.987257 1.01421 0.998083 1.13952 1.41385
1.0059 1.01846 1.02967 1.14867 1.37027
0.93754 1.02182 0.976822 1.17474 1.49955
1.02912 1.01087 1.02877 1.20185 1.34741
0.995983 1.01301 0.968533 1.18041 1.39035
0.963643 1.01437 0.951739 1.24026 1.43077
1.12726 1.00757 1.1454 1.15322 1.24587
1.01279 1.01487 1.04457 1.15546 1.41989
1.03185 1.01029 1.02088 1.16378 1.36499
1.05618 1.00757 1.09489 1.17024 1.40851
0.983411 1.01462 1.02779 1.13264 1.42533
0.979005 1.02254 1.03039 1.1846 1.36909
1.01407 1.01149 1.04081 1.17429 1.34861
1.02944 1.01231 1.03912 1.15872 1.30747
1.04673 1.00411 0.982976 1.19772 1.31845
1.06531 1.00951 1.05203 1.11535 1.28211
0.978363 1.01573 1.05999 1.15733 1.50563
0.931938 1.01846 0.971854 1.1137 1.52621
0.954987 1.02254 1.02532 1.12389 1.46571
0.917212 1.02118 0.975336 1.18695 1.59748
0.969244 1.00942 1.00085 1.23775 1.55284
0.984375 1.01451 0.969553 1.14265 1.46647
1.02336 1.01027 1.07381 1.17325 1.48517
0.962442 1.01539 1.02273 1.15887 1.50629
0.978046 1.01846 1.03673 1.10772 1.45733
1.01423 1.00893 1.07886 1.14282 1.49485
1.03537 1.00893 1.02614 1.19036 1.40301
0.990295 1.01539 1.03666 1.13599 1.36853
0.976764 1.02118 1.02009 1.15047 1.39563
0.937863 1.01479 1.02339 1.13302 1.56243
0.973726 1.01215 1.00102 1.13932 1.49115
0.957637 1.01948 1.01511 1.11101 1.43623
0.907522 1.02288 1.01994 1.19008 1.58177
0.979489 1.01201 0.989653 1.17902 1.46341
0.98381 1.01846 1.04075 1.15317 1.41619
1.01503 1.0164 1.04245 1.20293 1.35221
1.03761 1.01029 1.03473 1.1975 1.34203
1.04961 1.01557 1.02377 1.25154 1.28333
0.956436 1.02014 1.01164 1.14001 1.45435
1.00943 1.01301 1.02698 1.18478 1.45253
1.03937 1.01337 1.03682 1.13603 1.30867
0.991016 1.0119 1.03221 1.13702 1.39931
1.00006 1.01606 1.0123 1.1581 1.40357
1.00735 1.00771 1.014 1.20594 1.43685
1.02896 1.01437 1.02501 1.15037 1.33893
0.963712 1.02072 1.03535 1.15076 1.51587
0.93754 1.02184 0.98052 1.12013 1.49955
0.990219 1.01301 1.01829 1.20234 1.45253
0.959716 1.01607 1.01421 1.12989 1.52985
0.947224 1.01607 0.981971 1.1924 1.52315
0.995337 1.01846 1.03784 1.15824 1.41141
1.00046 1.01573 1.00167 1.11928 1.34683
0.977971 1.01607 1.04149 1.13185 1.52985
1.03008 1.01336 1.07097 1.14875 1.37397
0.992217 1.01131 1.01689 1.1441 1.45007
0.936581 1.0172 1.02169 1.19897 1.56005
1.06771 1.00757 1.08578 1.16208 1.31667
0.997103 1.01343 1.02308 1.20266 1.44835
0.988614 1.01437 1.01145 1.15448 1.43077
0.97629 1.01505 1.00919 1.11735 1.46581
0.963956 1.0239 1.01984 1.19316 1.41621
1.0192 1.00931 0.995044 1.18599 1.36917
0.981569 1.0171 1.00292 1.15342 1.39203
0.90904 1.01906 1.01754 1.16973 1.61194
0.99678 1.01225 1.01028 1.14167 1.37635
0.951955 1.01739 0.993688 1.12173 1.49117
0.959716 1.01603 0.977696 1.17385 1.48871
1.03584 1.01505 1.09123 1.15869 1.33283
1.00287 1.01358 1.0223 1.21843 1.40243
0.965803 1.01743 1.03223 1.14786 1.49661
0.997577 1.01982 1.01499 1.0575 1.27963
1.01647 1.01029 1.02129 1.24612 1.40899
1.03488 1.01058 1.0065 1.2045 1.39333
0.964838 1.0174 0.990683 1.17932 1.45069
0.999506 1.01165 1.02984 1.20075 1.45803
0.959716 1.01572 0.989817 1.10455 1.49541
0.99678 1.0121 1.02202 1.20017 1.53229
1.01279 1.01455 1.01827 1.20669 1.35101
1.0003 1.01096 1.04203 1.20041 1.46221
1.01423 1.0171 1.04808 1.14156 1.39203
0.988539 1.01197 1.00687 1.15373 1.43441
0.948511 1.00927 1.06395 1.14195 1.6616
0.911206 1.01812 1.05195 1.15445 1.61678
0.972605 1.01165 1.01501 1.17352 1.49725
1.01983 1.01087 1.03306 1.16328 1.34861
1.01663 1.0143 1.01665 1.14854 1.31179
1.01871 1.01573 1.02077 1.10439 1.36787
1.05682 1.01029 1.06703 1.13544 1.35829
0.975644 1.0205 1.03249 1.11087 1.42469
0.996935 1.01301 1.1131 1.16536 1.52619
1.01888 1.01472 1.05153 1.19427 1.37517
1.02007 1.01948 1.07129 1.11769 1.34917
0.980126 1.02313 1.05158 1.16399 1.45483
